AAPT1 LOC108807389
LOC103835277 LOC108822662
LOC103835278 LOC108822522
LOC103835279 LOC108830493
LOC103835280 LOC108818644
LOC103835281 LOC108818645
LOC103835282 LOC108819201
LOC103835283 LOC108821152
LOC103835284 LOC108820884
LOC103835286 LOC108821882
LOC103835287 LOC108821884
LOC103835288 LOC108821890
LOC103835289 LOC108821886
LOC103835291 LOC108821028
LOC103835292 LOC108819800
LOC103835294 LOC108823045
LOC103835295 LOC108836010
LOC103835296 LOC108863427
LOC103835297 LOC108821111
LOC103835298 LOC108830495
LOC103835299 LOC108818958
LOC103835300 LOC108818658
LOC103835301 LOC108818659
LOC103835303 LOC108823090
LOC103835304 LOC108823092
LOC103835305 LOC108819250
LOC103835306 LOC108830490
LOC103835308 LOC108821003
LOC103835310 LOC108823074
LOC103835311 LOC108823076
LOC103835312 LOC108823075
LOC103835313 LOC108819478
LOC103835314 LOC108819477
LOC103835315 LOC108834926
LOC103835316 LOC108836481
LOC103835317 LOC108822489
LOC103835318 LOC108822319
LOC103835320 LOC108837011
LOC103835323 LOC108838179
LOC103835326 LOC108820714
LOC103835327 LOC108821968
LOC103835328 LOC108818776
LOC103835329 LOC108821976
LOC103835330 LOC108830498
LOC103835331 LOC108821974
LOC103835332 LOC108832131
LOC103835334 LOC108819363
LOC103835335 LOC108819161
LOC103835336 LOC108821258
LOC103835338 LOC108822737
LOC103835342 LOC108820761
LOC103835343 LOC108821555
LOC103835344 LOC108819782
LOC103835348 LOC108821999
LOC103835349 LOC108820901
LOC103835350 LOC108819442
LOC103835351 LOC108830497
LOC103835352 LOC108821744
LOC103835353 LOC108819126
LOC103835354 LOC108844389
LOC103835355 LOC108818983
LOC103835356 LOC108821255
LOC103835357 LOC108821171
LOC103835359 LOC108818789
LOC103835360 LOC108822716
LOC103835363 LOC108822725
LOC103835364 LOC108860099
LOC103835366 LOC108822714
LOC103835367 LOC108818996
LOC103835368 LOC108822569
LOC103835369 LOC108822214
LOC103835370 LOC108819775
LOC103835371 LOC108829113
LOC103835373 LOC108822638
LOC103835374 LOC108821730
LOC103835375 LOC108818819
LOC103835377 LOC108818989
LOC103835378 LOC108818988
LOC103835379 LOC108818651
LOC103835382 LOC108819285
LOC103835383 LOC108818809
LOC103835384 LOC108823152
LOC103835385 LOC108822029
LOC103835386 LOC108822087
LOC103835387 LOC108822715
LOC103835388 LOC108819455
LOC103835390 LOC108822772
LOC103835391 LOC108823140
LOC103835392 LOC108822036
LOC103835393 LOC108822034
LOC103835394 LOC108822039
LOC103835395 LOC108820671
LOC103835396 LOC108822038
LOC103835397 LOC108822042
LOC103835398 LOC108822040
LOC103835399 LOC108822041
LOC103835402 LOC108832574
LOC103835403 LOC108820692
LOC103835404 LOC108821286
LOC103835405 LOC108829118
LOC103835408 LOC108821772
LOC103835409 LOC108820741
LOC103835410 LOC108819216
LOC103835411 LOC108818984
LOC103835412 LOC108820798
LOC103835413 LOC108818943
LOC103835414 LOC108820800
LOC103835415 LOC108819273
LOC103835418 LOC108821042
LOC103835419 LOC108819145
LOC103835420 LOC108829106
LOC103835421 LOC108822583
LOC103835422 LOC108822584
LOC103835423 LOC108820818
LOC103835425 LOC108821990
LOC103835426 LOC108821988
LOC103835429 LOC108821985
LOC103835431 LOC108821754
LOC103835432 LOC108821338
LOC103835433 LOC108821463
LOC103835434 LOC108819213
LOC103835435 LOC108822082
LOC103835436 LOC108822083
LOC103835438 LOC108819770
LOC103835439 LOC108829117
LOC103835440 LOC108823052
LOC103835441 LOC108821850
LOC103835442 LOC108819415
LOC103835443 LOC108818936
LOC103835444 LOC108819581
LOC103835445 LOC108823032
LOC103835446 LOC108820700
LOC103835447 LOC108821383
LOC103835449 LOC108829104
LOC103835450 LOC108819253
LOC103835451 LOC108844562
LOC103835453 LOC108853498
LOC103835454 LOC108819549
LOC103835455 LOC108821460
LOC103835456 LOC108820917
LOC103835457 LOC108818995
LOC103835458 LOC108822856
LOC103835459 LOC108818632
LOC103835460 LOC108818728
LOC103835461 LOC108819215
LOC103835462 LOC108818930
LOC103835463 LOC108823036
LOC103835464 LOC108819330
LOC103835467 LOC108819236
LOC103835468 LOC108819271
LOC103835470 LOC108822387
LOC103835471 LOC108822353
LOC103835472 LOC108822385
LOC103835473 LOC108819585
LOC103835474 LOC108819422
LOC103835475 LOC108818873
LOC103835476 LOC108820683
LOC103835478 LOC108820708
LOC103835479 LOC108821070
LOC103835481 LOC108819205
LOC103835482 LOC108822736
LOC103835483 LOC108833756
LOC103835484 LOC108822735
LOC103835485 LOC108819611
LOC103835486 LOC108818815
LOC103835487 LOC108821661
LOC103835488 LOC108821793
LOC103835495 LOC108821465
LOC103835500 LOC108824794
LOC103835503 LOC108829061
LOC103835520 LOC108821609
LOC103835522 LOC108819909
LOC103835525 LOC108820967
LOC103835528 LOC108821676
LOC103835532 LOC108851191
LOC103835535 LOC108819879
LOC103835539 LOC108819875
LOC103835542 LOC108829090
LOC103835547 LOC108819862
LOC103835553 LOC108819840
LOC103835554 LOC108830725
LOC103835555 LOC108834178
LOC103835556 LOC108819834
LOC103835558 LOC108819830
LOC103835559 LOC108825983
LOC103835560 LOC108819828
LOC103835563 LOC108829066
LOC103835565 LOC108821500
LOC103835568 LOC108819197
LOC103835577 LOC108822028
LOC103835586 LOC108821987
LOC103835588 LOC108819769
LOC103835592 LOC108819764
LOC103835596 LOC108820963
LOC103835597 LOC108819074
LOC103835599 LOC108819075
LOC103835600 LOC108831383
LOC103835601 LOC108821570
LOC103835602 LOC108831381
LOC103835605 LOC108818973
LOC103835606 LOC108818972
LOC103835608 LOC108819584
LOC103835609 LOC108857316
LOC103835615 LOC108822488
LOC103835616 LOC108821205
LOC103835617 LOC108822516
LOC103835618 LOC108821775
LOC103835619 LOC108820747
LOC103835620 LOC108820834
LOC103835621 LOC108818848
LOC103835622 LOC108819601
LOC103835623 LOC108819514
LOC103835624 LOC108819554
LOC103835625 LOC108820986
LOC103835626 LOC108818997
LOC103835628 LOC108822408
LOC103835629 LOC108813709
LOC103835631 LOC108821535
LOC103835632 LOC108820949
LOC103835634 LOC108819497
LOC103835635 LOC108821899
LOC103835636 LOC108819125
LOC103835638 LOC108819388
LOC103835639 LOC108829098
LOC103835642 LOC108821694
LOC103835643 LOC108821337
LOC103835644 LOC108820994
LOC103835645 LOC108822492
LOC103835646 LOC108833037
LOC103835647 LOC108821222
LOC103835648 LOC108833038
LOC103835650 LOC108829093
LOC103835652 LOC108821236
LOC103835654 LOC108821186
LOC103835656 LOC108832580
LOC103835661 LOC108819743
LOC103835662 LOC108819567
LOC103835663 LOC108821234
LOC103835664 LOC108821225
LOC103835665 LOC108822917
LOC103835666 LOC108818956
LOC103835667 LOC108818957
LOC103835669 LOC108821118
LOC103835671 LOC108818953
LOC103835672 LOC108822099
LOC103835673 LOC108839198
LOC103835674 LOC108822096
LOC103835676 LOC108822098
LOC103835677 LOC108822590
LOC103835679 LOC108822588
LOC103835683 LOC108834851
LOC103835684 LOC108819227
LOC103835685 LOC108819229
LOC103835686 LOC108819228
LOC103835687 LOC108819741
LOC103835688 LOC108837593
LOC103835689 LOC108819214
LOC103835690 LOC108819738
LOC103835692 LOC108836253
LOC103835693 LOC108820882
LOC103835694 LOC108822695
LOC103835695 LOC108819276
LOC103835696 LOC108829092
LOC103835697 LOC108820782
LOC103835698 LOC108819329
LOC103835699 LOC108821269
LOC103835700 LOC108819737
LOC103835702 LOC108823065
LOC103835703 LOC108819094
LOC103835704 LOC108819454
LOC103835705 LOC108822300
LOC103835707 LOC108822380
LOC103835708 LOC108822381
LOC103835709 LOC108821511
LOC103835710 LOC108818639
LOC103835711 LOC108818640
LOC103835712 LOC108834116
LOC103835713 LOC108821856
LOC103835716 LOC108819730
LOC103835719 LOC108818923
LOC103835722 LOC108819441
LOC103835723 LOC108820969
LOC103835724 LOC108820706
LOC103835725 LOC108819501
LOC103835726 LOC108829083
LOC103835727 LOC108821657
LOC103835728 LOC108832971
LOC103835729 LOC108832973
LOC103835733 LOC108836412
LOC103835734 LOC108822639
LOC103835735 LOC108822640
LOC103835736 LOC108822932
LOC103835738 LOC108822931
LOC103835740 LOC108822276
LOC103835741 LOC108833610
LOC103835742 LOC108819725
LOC103835744 LOC108821991
LOC103835745 LOC108821993
LOC103835747 LOC108821996
LOC103835748 LOC108821994
LOC103835749 LOC108821992
LOC103835751 LOC108832154
LOC103835752 LOC108820584
LOC103835754 LOC108829107
LOC103835755 LOC108819350
LOC103835756 LOC108822980
LOC103835758 LOC108833275
LOC103835759 LOC108833276
LOC103835760 LOC108821502
LOC103835761 LOC108818839
LOC103835762 LOC108818840
LOC103835763 LOC108819396
LOC103835765 LOC108821026
LOC103835766 LOC108821827
LOC103835768 LOC108822658
LOC103835770 LOC108819586
LOC103835771 LOC108829070
LOC103835772 LOC108821244
LOC103835773 LOC108819012
LOC103835774 LOC108822422
LOC103835775 LOC108819715
LOC103835777 LOC108821826
LOC103835778 LOC108822912
LOC103835780 LOC108822481
LOC103835781 LOC108823041
LOC103835784 LOC108818629
LOC103835786 LOC108822665
LOC103835787 LOC108822664
LOC103835788 LOC108822519
LOC103835789 LOC108818910
LOC103835790 LOC108821142
LOC103835791 LOC108822910
LOC103835794 LOC108821296
LOC103835795 LOC108819598
LOC103835797 LOC108822200
LOC103835798 LOC108822201
LOC103835801 LOC108822202
LOC103835803 LOC108822199
LOC103835805 LOC108818993
LOC103835806 LOC108821128
LOC103835807 LOC108821217
LOC103835808 LOC108821214
LOC103835809 LOC108822718
LOC103835810 LOC108822213
LOC103835811 LOC108821047
LOC103835812 LOC108821092
LOC103835814 LOC108819206
LOC103835815 LOC108829084
LOC103835816 LOC108819447
LOC103835817 LOC108821200
LOC103835819 LOC108824736
LOC103835820 LOC108820832
LOC103835821 LOC108820957
LOC103835822 LOC108820955
LOC103835823 LOC108820960
LOC103835825 LOC108820954
LOC103835826 LOC108820956
LOC103835827 LOC108829101
LOC103835829 LOC108820713
LOC103835830 LOC108822014
LOC103835832 LOC108822013
LOC103835834 LOC108823105
LOC103835835 LOC108821127
LOC103835836 LOC108819193
LOC103835837 LOC108807051
LOC103835838 LOC108819713
LOC103835839 LOC108821581
LOC103835840 LOC108819008
LOC103835841 LOC108821023
LOC103835842 LOC108818975
LOC103835843 LOC108819711
LOC103835844 LOC108819571
LOC103835845 LOC108822790
LOC103835846 LOC108809412
LOC103835847 LOC108822791
LOC103835850 LOC108833054
LOC103835852 LOC108822072
LOC103835853 LOC108822071
LOC103835854 LOC108822070
LOC103835855 LOC108807156
LOC103835857 LOC108822069
LOC103835860 LOC108820842
LOC103835861 LOC108819036
LOC103835862 LOC108823022
LOC103835863 LOC108819489
LOC103835864 LOC108819552
LOC103835865 LOC108822555
LOC103835866 LOC108822554
LOC103835869 LOC108819084
LOC103835871 LOC108820812
LOC103835872 LOC108823010
LOC103835873 LOC108821110
LOC103835874 LOC108822844
LOC103835875 LOC108823029
LOC103835876 LOC108818880
LOC103835877 LOC108819168
LOC103835879 LOC108837700
LOC103835880 LOC108822627
LOC103835881 LOC108821425
LOC103835882 LOC108820961
LOC103835883 LOC108820962
LOC103835884 LOC108819234
LOC103835885 LOC108819703
LOC103835886 LOC108819089
LOC103835887 LOC108835968
LOC103835888 LOC108820668
LOC103835889 LOC108820659
LOC103835890 LOC108818685
LOC103835891 LOC108820670
LOC103835892 LOC108818684
LOC103835893 LOC108820657
LOC103835894 LOC108809053
LOC103835895 LOC108820660
LOC103835896 LOC108820662
LOC103835897 LOC108818681
LOC103835898 LOC108819209
LOC103835901 LOC108818908
LOC103835903 LOC108818854
LOC103835904 LOC108822834
LOC103835905 LOC108822835
LOC103835906 LOC108822970
LOC103835907 LOC108811053
LOC103835908 LOC108822949
LOC103835909 LOC108819433
LOC103835910 LOC108820829
LOC103835911 LOC108821474
LOC103835912 LOC108842647
LOC103835913 LOC108818914
LOC103835914 LOC108821121
LOC103835915 LOC108821025
LOC103835916 LOC108821893
LOC103835917 LOC108809183
LOC103835918 LOC108819594
LOC103835921 LOC108821747
LOC103835922 LOC108821748
LOC103835923 LOC108821752
LOC103835924 LOC108821750
LOC103835925 LOC108821753
LOC103835926 LOC108821751
LOC103835927 LOC108811260
LOC103835928 LOC108822271
LOC103835929 LOC108819513
LOC103835930 LOC108821167
LOC103835931 LOC108819695
LOC103835932 LOC108822928
LOC103835935 LOC108818897
LOC103835936 LOC108819341
LOC103835937 LOC108809781
LOC103835938 LOC108819368
LOC103835940 LOC108818902
LOC103835941 LOC108821851
LOC103835942 LOC108822278
LOC103835943 LOC108822279
LOC103835944 LOC108832070
LOC103835945 LOC108832069
LOC103835946 LOC108832067
LOC103835947 LOC108832066
LOC103835950 LOC108822344
LOC103835951 LOC108822347
LOC103835952 LOC108822346
LOC103835954 LOC108821243
LOC103835955 LOC108820719
LOC103835956 LOC108822761
LOC103835957 LOC108822762
LOC103835958 LOC108821627
LOC103835959 LOC108819691
LOC103835960 LOC108821537
LOC103835961 LOC108823135
LOC103835963 LOC108818782
LOC103835964 LOC108818783
LOC103835969 LOC108822460
LOC103835970 LOC108836421
LOC103835971 LOC108819560
LOC103835972 LOC108822388
LOC103835973 LOC108821038
LOC103835974 LOC108819221
LOC103835977 LOC108823040
LOC103835978 LOC108821633
LOC103835979 LOC108823021
LOC103835980 LOC108819146
LOC103835981 LOC108835295
LOC103835982 LOC108835294
LOC103835984 LOC108835293
LOC103835986 LOC108821669
LOC103835987 LOC108822206
LOC103835988 LOC108822209
LOC103835989 LOC108822207
LOC103835990 LOC108822208
LOC103835991 LOC108822747
LOC103835992 LOC108822205
LOC103835994 LOC108822746
LOC103835996 LOC108822988
LOC103835997 LOC108820586
LOC103835998 LOC108821012
LOC103835999 LOC108821714
LOC103836000 LOC108820757
LOC103836001 LOC108819018
LOC103836002 LOC108822389
LOC103836004 LOC108821129
LOC103836006 LOC108822520
LOC103836007 LOC108842645
LOC103836010 LOC108818862
LOC103836011 LOC108819354
LOC103836014 LOC108823007
LOC103836015 LOC108810912
LOC103836016 LOC108823006
LOC103836018 LOC108822172
LOC103836020 LOC108822186
LOC103836021 LOC108822710
LOC103836023 LOC108822709
LOC103836025 LOC108822976
LOC103836026 LOC108822978
LOC103836027 LOC108820736
LOC103836028 LOC108819685
LOC103836029 LOC108835504
LOC103836030 LOC108821584
LOC103836032 LOC108820707
LOC103836033 LOC108822964
LOC103836035 LOC108819684
LOC103836036 LOC108822807
LOC103836037 LOC108820721
LOC103836038 LOC108820672
LOC103836039 LOC108822649
LOC103836040 LOC108822652
LOC103836041 LOC108822650
LOC103836043 LOC108819566
LOC103836044 LOC108821099
LOC103836045 LOC108819343
LOC103836046 LOC108819344
LOC103836048 LOC108820981
LOC103836049 LOC108819292
LOC103836050 LOC108821411
LOC103836051 LOC108821414
LOC103836053 LOC108821413
LOC103836056 LOC108819252
LOC103836058 LOC108834088
LOC103836060 LOC108822291
LOC103836061 LOC108806715
LOC103836064 LOC108821310
LOC103836067 LOC108822599
LOC103836069 LOC108819277
LOC103836071 LOC108818737
LOC103836073 LOC108821199
LOC103836074 LOC108819384
LOC103836076 LOC108822541
LOC103836077 LOC108818806
LOC103836078 LOC108819225
LOC103836079 LOC108820835
LOC103836080 LOC108821289
LOC103836081 LOC108822742
LOC103836082 LOC108823077
LOC103836083 LOC108822484
LOC103836084 LOC108822483
LOC103836087 LOC108822485
LOC103836089 LOC108822486
LOC103836092 LOC108819532
LOC103836093 LOC108820892
LOC103836096 LOC108831504
LOC103836097 LOC108819679
LOC103836098 LOC108831515
LOC103836099 LOC108842646
LOC103836100 LOC108831516
LOC103836102 LOC108820833
LOC103836103 LOC108835835
LOC103836104 LOC108823033
LOC103836105 LOC108819677
LOC103836106 LOC108819050
LOC103836107 LOC108819077
LOC103836110 LOC108821919
LOC103836111 LOC108821589
LOC103836112 LOC108821369
LOC103836113 LOC108822889
LOC103836114 LOC108819356
LOC103836115 LOC108850811
LOC103836116 LOC108820918
LOC103836117 LOC108819420
LOC103836118 LOC108821758
LOC103836119 LOC108819021
LOC103836120 LOC108820898
LOC103836122 LOC108819360
LOC103836125 LOC108819537
LOC103836126 LOC108819309
LOC103836127 LOC108818941
LOC103836128 LOC108818940
LOC103836131 LOC108821491
LOC103836132 LOC108821004
LOC103836133 LOC108822427
LOC103836134 LOC108822426
LOC103836136 LOC108822474
LOC103836137 LOC108822476
LOC103836138 LOC108822475
LOC103836139 LOC108822473
LOC103836140 LOC108822410
LOC103836141 LOC108822411
LOC103836143 LOC108823082
LOC103836144 LOC108849234
LOC103836145 LOC108818710
LOC103836147 LOC108822470
LOC103836149 LOC108822469
LOC103836150 LOC108820933
LOC103836151 LOC108822814
LOC103836152 LOC108819389
LOC103836154 LOC108820880
LOC103836155 LOC108822768
LOC103836156 LOC108821896
LOC103836158 LOC108818831
LOC103836159 LOC108823112
LOC103836160 LOC108822619
LOC103836161 LOC108822621
LOC103836163 LOC108820845
LOC103836164 LOC108818966
LOC103836165 LOC108820844
LOC103836166 LOC108822705
LOC103836167 LOC108819506
LOC103836168 LOC108819448
LOC103836170 LOC108821565
LOC103836172 LOC108819583
LOC103836174 LOC108860097
LOC103836175 LOC108821021
LOC103836177 LOC108820983
LOC103836179 LOC108820982
LOC103836182 LOC108819257
LOC103836183 LOC108822916
LOC103836184 LOC108821207
LOC103836185 LOC108818769
LOC103836190 LOC108819416
LOC103836192 LOC108822895
LOC103836194 LOC108820944
LOC103836196 LOC108821948
LOC103836197 LOC108819217
LOC103836198 LOC108834016
LOC103836199 LOC108820622
LOC103836200 LOC108819224
LOC103836203 LOC108820623
LOC103836204 LOC108820625
LOC103836206 LOC108820629
LOC103836207 LOC108821575
LOC103836208 LOC108820630
LOC103836209 LOC108820633
LOC103836211 LOC108820635
LOC103836212 LOC108820626
LOC103836214 LOC108820621
LOC103836215 LOC108822675
LOC103836217 LOC108819668
LOC103836218 LOC108818949
LOC103836219 LOC108823122
LOC103836221 LOC108819607
LOC103836223 LOC108821821
LOC103836224 LOC108821080
LOC103836226 LOC108821690
LOC103836227 LOC108819375
LOC103836228 LOC108819376
LOC103836229 LOC108820792
LOC103836231 LOC108819261
LOC103836232 LOC108822241
LOC103836233 LOC108822243
LOC103836235 LOC108822239
LOC103836237 LOC108819666
LOC103836238 LOC108819591
LOC103836239 LOC108822430
LOC103836241 LOC108818781
LOC103836242 LOC108821445
LOC103836243 LOC108819249
LOC103836244 LOC108819335
LOC103836245 LOC108819663
LOC103836247 LOC108820992
LOC103836250 LOC108819452
LOC103836254 LOC108832576
LOC103836256 LOC108824135
LOC103836262 LOC108808361
LOC103836270 LOC108818911
LOC103836271 LOC108819705
LOC103836281 LOC108832068
LOC103836282 LOC108821340
LOC103836301 LOC108810681
LOC103836302 LOC108806156
LOC103836303 LOC108807243
LOC103836304 LOC108807387
LOC103836306 LOC108806577
LOC103836307 LOC108805650
LOC103836309 LOC108805651
LOC103836310 LOC108830944
LOC103836311 LOC108822957
LOC103836312 LOC108821029
LOC103836314 LOC108822304
LOC103836315 LOC108822307
LOC103836316 LOC108830953
LOC103836317 LOC108830937
LOC103836318 LOC108830936
LOC103836319 LOC108822305
LOC103836320 LOC108822309
LOC103836321 LOC108819203
LOC103836322 LOC108830950
LOC103836323 LOC108850529
LOC103836324 LOC108822607
LOC103836325 LOC108830941
LOC103836326 LOC108822602
LOC103836327 LOC108830939
LOC103836328 LOC108821175
LOC103836329 LOC108821595
LOC103836330 LOC108821553
LOC103836331 LOC108821552
LOC103836332 LOC108819472
LOC103836333 LOC108839802
LOC103836337 LOC108822495
LOC103836338 LOC108822494
LOC103836339 LOC108819366
LOC103836340 LOC108820526
LOC103836341 LOC108822673
LOC103836343 LOC108815209
LOC103836344 LOC108820519
LOC103836345 LOC108820523
LOC103836346 LOC108820513
LOC103836347 LOC108820515
LOC103836348 LOC108820521
LOC103836349 LOC108820527
LOC103836350 LOC108820524
LOC103836351 LOC108820511
LOC103836352 LOC108858598
LOC103836353 LOC108836350
LOC103836354 LOC108819488
LOC103836355 LOC108822511
LOC103836356 LOC108822513
LOC103836358 LOC108819105
LOC103836360 LOC108822693
LOC103836361 LOC108822691
LOC103836362 LOC108822948
LOC103836363 LOC108822591
LOC103836364 LOC108822974
LOC103836366 LOC108822592
LOC103836367 LOC108822593
LOC103836369 LOC108821764
LOC103836372 LOC108821768
